a0410b,a0410c,a0410d,a0410e,a0410f,a0502a,a0502c,a0502d,a0410a,a0404,a0405aa,a0405b,a0406,A0408A,A0408B,A0408C,A0408D,A0408E,a0409,a0409a,a0405m,a0405a,edad,sexo
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,2,5,0,0,20,1
2,1,2,1,1,1,1,2,2,1,2,0,6,1,3,0,0,0,1,2,0,2,67,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,1,0,5,64,1
2,2,1,2,2,2,2,2,2,1,2,0,7,5,0,0,0,0,4,7,6,2,56,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,16,63,2
2,2,2,2,2,2,2,2,2,1,2,0,0,3,0,0,0,0,4,2,0,30,86,2
2,2,2,2,2,1,2,2,2,1,2,0,12,1,0,0,0,0,3,1,0,20,76,1
2,2,2,2,2,2,2,2,1,1,1,1,0,5,0,0,0,0,4,2,0,20,60,2
2,2,1,2,2,2,2,2,2,1,1,1,12,5,0,0,0,0,3,12,0,9,53,2
2,2,2,2,2,2,2,1,2,1,1,2,0,5,0,0,0,0,2,1,0,4,71,2
2,2,2,2,2,2,2,2,2,1,1,3,1,4,0,0,0,0,2,2,0,21,60,2
2,2,2,2,2,2,2,2,2,2,0,0,12,5,0,0,0,0,2,1,0,0,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,58,2
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,2,2,6,0,49,1
2,2,2,1,2,2,2,2,1,2,0,0,2,1,0,0,0,0,4,2,0,0,42,2
2,2,2,2,2,2,2,2,2,1,1,1,7,2,3,0,0,0,3,1,11,1,80,2
2,2,2,2,2,2,2,2,2,1,2,0,3,2,0,0,0,0,4,6,0,5,67,1
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,35,2
2,2,2,2,2,2,2,2,1,1,1,1,4,2,0,0,0,0,2,2,11,1,35,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,0,0,0,0,1,1,0,39,89,2
2,2,2,2,2,1,2,2,1,1,1,2,0,3,0,0,0,0,3,2,0,1,56,2
2,2,1,2,2,2,2,1,1,1,2,0,0,1,0,0,0,0,3,1,0,2,77,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,2,0,39,65,2
2,2,2,1,2,2,1,2,2,1,2,0,0,5,0,0,0,0,2,3,0,10,38,1
2,2,2,2,2,2,2,2,2,1,1,2,5,5,0,0,0,0,3,3,0,3,87,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,6,71,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,18,61,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,4,2,0,2,49,2
1,2,2,2,2,2,1,2,1,1,2,0,1,5,0,0,0,0,2,1,0,11,28,1
2,2,2,2,2,2,2,2,2,1,1,4,1,5,0,0,0,0,1,1,6,0,43,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,24,2
2,2,2,1,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,15,69,1
2,2,2,2,2,2,2,2,1,1,2,0,0,5,0,0,0,0,4,6,0,20,82,1
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,0,1,69,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,1,0,2,34,1
2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,0,0,0,4,2,0,0,61,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,3,4,0,4,2,0,3,53,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,10,54,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,2,0,8,60,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,4,5,0,8,44,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,2,0,2,63,2
2,2,2,2,2,2,2,2,2,1,2,0,4,3,0,0,0,0,4,4,0,15,58,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,3,0,0,1,1,0,6,57,2
2,2,2,1,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,21,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,1,1,0,2,58,2
2,2,2,2,2,2,1,2,1,1,2,0,10,1,3,0,0,0,3,1,0,10,72,1
2,2,2,2,2,2,2,2,2,1,1,1,6,5,0,0,0,0,4,6,0,4,76,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,2,2,0,7,49,2
2,2,2,2,2,2,2,2,1,1,1,1,10,5,0,0,0,0,3,1,1,4,83,2
2,2,2,2,2,2,2,2,1,1,2,0,3,1,3,0,0,0,2,1,0,3,61,2
2,2,1,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,3,1,0,12,81,1
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,5,0,0,20,62,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,2,1,99,17,66,2
2,2,2,2,2,1,2,2,2,1,1,4,5,1,0,0,0,0,4,5,0,20,53,2
1,2,2,2,2,2,2,2,2,1,2,0,1,1,0,0,0,0,4,12,6,0,53,1
2,2,2,2,2,2,2,2,2,1,1,1,1,5,0,0,0,0,4,2,0,4,62,2
2,2,2,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,4,4,0,10,70,1
2,2,2,1,2,2,2,2,1,1,2,0,2,2,0,0,0,0,3,1,0,6,60,1
2,2,2,1,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,2,0,17,54,2
2,2,2,1,1,2,2,2,2,1,2,0,4,5,0,0,0,0,2,4,0,15,51,2
2,2,2,2,2,2,1,2,2,1,2,0,2,5,0,0,0,0,4,2,0,14,51,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,1,0,2,51,1
2,2,2,2,2,1,2,2,2,1,1,1,8,5,0,0,0,0,3,12,0,13,63,2
2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,4,1,0,1,65,1
2,2,2,2,1,2,2,2,2,1,1,2,1,1,3,0,0,0,3,1,0,1,50,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,30,2
2,2,2,2,2,2,2,2,2,2,0,0,2,5,0,0,0,0,2,1,0,0,32,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,0,0,0,0,3,6,0,35,59,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,1,1,0,2,71,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,62,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,45,1
2,2,2,2,2,2,2,2,1,2,0,0,1,5,0,0,0,0,4,1,0,0,46,1
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,4,1,0,3,30,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,6,0,8,40,1
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,3,5,0,0,46,1
2,2,2,2,2,2,2,2,2,1,1,2,2,4,0,0,0,0,3,2,1,1,56,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,3,1,0,15,78,2
2,2,2,2,2,2,2,2,2,1,1,1,6,5,0,0,0,0,4,6,0,10,63,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,4,6,0,9,61,1
2,2,2,2,2,2,2,2,2,1,2,0,99,5,0,0,0,0,3,1,99,99,84,2
2,2,2,2,2,2,2,2,1,1,2,0,6,1,3,0,0,0,3,6,11,0,67,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,4,2,11,0,62,1
2,2,2,2,2,2,2,2,2,1,2,0,3,4,0,0,0,0,3,4,0,27,47,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,3,1,0,5,53,2
2,2,2,2,2,2,2,2,2,1,1,1,6,1,2,0,0,0,3,1,0,10,71,2
2,2,2,2,2,2,2,2,2,1,2,0,4,5,0,0,0,0,3,1,0,10,53,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,3,0,0,0,3,1,0,15,65,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,4,0,0,76,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,1,0,1,50,2
2,2,2,2,2,2,2,2,2,1,1,2,3,5,0,0,0,0,3,3,0,4,38,2
2,2,2,2,2,2,2,2,2,1,1,2,0,5,0,0,0,0,4,2,0,13,51,1
2,2,2,2,2,2,2,2,2,1,1,1,12,3,0,0,0,0,3,1,1,6,71,2
2,2,2,2,2,2,2,2,2,1,1,1,8,3,0,0,0,0,3,1,1,20,67,2
2,2,2,2,2,2,2,2,1,1,1,2,6,1,0,0,0,0,3,1,11,17,52,2
2,2,2,2,2,2,2,2,1,2,0,0,0,5,0,0,0,0,5,0,0,0,25,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,64,1
2,2,2,2,2,2,2,2,1,1,2,0,0,1,3,0,0,0,5,0,11,1,47,2
2,2,2,2,2,2,2,2,2,1,1,2,6,5,0,0,0,0,1,1,3,3,52,2
2,2,2,2,2,2,2,2,2,1,1,4,9,5,0,0,0,0,3,1,0,1,70,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,0,15,79,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,3,1,1,0,77,1
2,2,2,2,2,2,2,2,1,1,2,0,0,2,0,0,0,0,5,0,1,15,75,2
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,5,0,11,8,41,1
2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,1,0,0,39,1
2,2,2,2,2,2,1,2,2,2,0,0,12,1,0,0,0,0,3,1,0,0,55,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,4,0,6,56,1
2,2,2,2,2,2,2,2,2,1,1,2,0,1,0,0,0,0,5,0,0,15,65,1
2,2,2,2,2,2,2,2,2,1,2,0,7,5,0,0,0,0,1,2,7,0,51,1
2,2,2,2,2,2,2,2,2,1,2,0,1,1,2,0,0,0,3,1,3,0,42,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,0,0,0,0,1,1,0,15,69,1
2,2,2,2,2,2,2,2,1,1,1,1,5,1,0,0,0,0,2,1,1,4,61,1
2,2,2,2,2,2,2,2,1,1,2,0,0,1,0,0,0,0,3,1,11,4,69,2
2,2,2,2,2,2,2,2,1,1,2,0,9,3,0,0,0,0,3,1,11,2,72,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,1,1,0,20,68,1
2,2,2,2,2,2,2,2,2,2,0,0,0,1,2,3,0,0,5,0,0,0,59,2
2,2,2,2,2,2,2,2,1,1,1,1,5,1,0,0,0,0,3,5,11,1,63,2
2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,3,1,0,0,30,2
2,2,2,2,2,2,2,2,2,1,2,0,6,1,0,0,0,0,1,2,0,3,57,1
2,2,2,2,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,4,0,0,58,2
2,2,2,2,2,2,2,2,1,1,2,0,2,1,0,0,0,0,3,2,11,2,58,1
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,5,0,1,0,26,1
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,0,8,69,2
2,2,1,2,2,2,2,2,2,2,0,0,0,3,0,0,0,0,1,1,0,0,49,2
2,2,2,2,2,2,2,2,2,1,1,1,0,2,0,0,0,0,3,1,11,0,36,1
2,2,2,2,2,2,2,2,2,1,2,0,0,2,0,0,0,0,3,1,1,4,61,2
2,2,2,2,2,2,2,2,2,1,2,0,3,1,3,0,0,0,5,0,0,6,50,2
2,2,2,2,2,2,1,2,1,1,2,0,12,1,2,0,0,0,1,1,0,5,40,1
2,2,2,2,2,1,2,2,2,2,0,0,5,5,0,0,0,0,3,5,0,0,55,2
2,2,2,2,2,2,2,2,2,1,1,1,6,1,3,0,0,0,3,1,6,22,68,2
2,2,2,2,2,2,2,2,2,2,0,0,6,5,0,0,0,0,3,6,0,0,62,2
2,2,2,2,2,2,2,2,2,1,1,1,10,1,2,3,0,0,3,1,0,3,55,2
2,1,2,2,2,1,2,2,1,1,2,0,6,5,0,0,0,0,3,1,0,8,74,1
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,3,1,0,5,41,1
2,2,2,2,2,2,2,2,1,1,2,0,6,1,2,0,0,0,1,1,11,3,63,1
2,2,2,2,2,2,2,2,2,1,1,4,0,5,0,0,0,0,3,1,7,0,64,2
2,2,2,2,2,2,1,2,1,1,1,2,6,5,0,0,0,0,3,10,11,8,66,1
2,2,2,2,2,2,2,2,2,1,2,0,5,5,0,0,0,0,3,5,1,18,68,2
2,2,1,2,2,2,2,1,2,1,2,0,0,5,0,0,0,0,5,0,11,4,69,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,1,2,49,2
2,2,2,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,5,0,0,0,49,1
2,2,2,2,2,2,2,2,2,1,2,0,8,1,3,0,0,0,3,1,0,10,59,2
2,2,2,2,2,2,2,1,2,1,2,0,1,3,0,0,0,0,4,2,1,0,51,2
2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,3,1,0,15,50,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,18,68,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,3,1,1,1,52,2
2,2,2,2,2,2,2,2,1,2,0,0,2,5,0,0,0,0,3,1,0,0,40,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,59,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,44,2
2,2,2,2,2,2,2,2,1,1,1,2,2,5,0,0,0,0,4,3,2,0,52,1
2,2,2,2,2,2,2,2,2,1,1,1,4,5,0,0,0,0,4,4,11,3,34,2
2,1,2,2,2,1,2,2,2,1,1,4,0,3,0,0,0,0,5,0,11,2,79,2
2,2,2,2,2,2,2,2,2,2,0,0,3,5,0,0,0,0,3,10,0,0,33,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,2,2,0,0,46,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,44,2
2,2,2,2,2,2,1,2,1,1,2,0,6,5,0,0,0,0,3,1,0,20,73,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,2,1,0,15,70,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,10,74,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,40,2
2,2,2,2,2,2,2,2,2,1,2,0,6,5,0,0,0,0,1,2,10,15,63,2
2,2,2,2,2,2,2,2,2,1,2,0,4,1,0,0,0,0,3,2,0,15,62,2
2,2,2,2,2,2,2,2,1,1,1,4,0,5,0,0,0,0,3,1,3,5,58,2
2,2,2,2,2,2,1,2,2,2,0,0,0,4,0,0,0,0,4,3,0,0,26,1
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,3,1,0,5,46,2
2,2,2,2,2,2,2,1,2,1,2,0,0,2,3,0,0,0,5,0,1,0,50,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,1,1,0,2,77,2
2,2,2,2,2,2,2,2,1,1,2,0,6,2,0,0,0,0,1,2,0,6,50,2
2,2,2,2,2,2,2,1,1,1,2,0,12,5,0,0,0,0,3,1,0,3,69,1
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,3,0,0,64,1
2,2,2,2,2,1,1,2,1,1,1,1,6,1,3,0,0,0,3,2,11,11,84,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,99,20,69,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,22,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,3,1,0,8,76,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,34,2
2,2,2,2,2,2,2,2,2,1,1,4,12,5,0,0,0,0,3,1,1,8,60,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,6,20,79,2
2,2,2,2,2,2,2,2,2,1,1,2,1,5,0,0,0,0,4,1,0,3,69,2
2,2,2,2,2,2,2,2,2,1,1,3,2,5,0,0,0,0,3,1,2,0,67,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,0,0,0,3,1,0,10,56,1
2,2,2,2,2,1,2,2,2,1,2,0,12,1,2,0,0,0,3,1,0,10,79,2
2,2,2,1,1,2,2,2,2,1,1,1,15,4,0,0,0,0,1,1,0,5,58,2
2,2,2,2,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,3,0,0,63,1
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,4,1,0,2,54,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,5,0,0,2,67,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,65,2
2,2,2,2,2,2,2,2,1,2,0,0,0,4,0,0,0,0,4,0,0,0,59,2
2,2,2,2,2,2,2,2,2,1,1,1,11,5,0,0,0,0,3,1,0,10,69,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,1,0,0,58,1
2,2,1,2,2,1,2,2,2,1,2,0,12,2,0,0,0,0,3,12,0,34,74,1
2,2,2,2,2,2,2,2,2,1,1,2,0,1,0,0,0,0,5,0,0,4,60,2
2,2,2,2,2,2,2,2,1,1,1,2,7,2,0,0,0,0,3,5,0,2,54,2
2,2,2,2,2,2,2,2,2,2,0,0,4,5,0,0,0,0,4,4,0,0,46,2
2,2,2,2,2,2,2,2,2,1,2,0,1,3,0,0,0,0,3,12,1,23,53,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,5,0,8,3,65,2
2,2,2,2,2,2,2,2,2,1,2,0,2,2,0,0,0,0,4,3,11,3,63,2
2,2,2,2,2,2,2,2,2,1,2,0,5,2,0,0,0,0,3,2,11,1,60,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,3,10,15,49,1
2,2,2,1,2,2,2,2,2,2,0,0,2,1,2,0,0,0,4,6,0,0,66,1
2,2,2,1,2,2,2,2,2,1,2,0,12,1,0,0,0,0,4,12,0,8,63,1
2,2,2,2,2,2,1,2,2,1,2,0,12,5,0,0,0,0,3,1,0,20,76,1
2,2,2,2,2,2,2,2,2,1,1,2,4,3,0,0,0,0,3,5,0,40,73,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,1,8,8,87,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,8,3,60,1
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,3,5,11,30,90,2
2,2,2,2,2,2,2,2,1,1,1,2,6,1,0,0,0,0,3,1,0,10,77,1
2,2,2,2,2,2,2,2,2,1,1,1,3,5,0,0,0,0,2,1,0,4,74,1
2,2,2,2,2,2,2,2,1,1,2,0,1,1,0,0,0,0,4,2,0,14,52,2
2,2,2,2,2,2,2,2,2,1,1,4,2,5,0,0,0,0,4,2,0,1,71,2
2,2,2,2,2,2,2,2,2,1,2,0,12,4,0,0,0,0,3,1,0,15,71,2
2,2,2,2,2,2,2,2,1,1,2,0,12,5,0,0,0,0,3,1,0,5,62,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,8,15,57,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,1,7,60,2
1,2,2,1,1,2,2,2,1,1,1,2,0,1,2,0,0,0,4,3,11,15,54,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,4,3,2,5,59,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,1,1,0,0,28,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,59,2
2,2,2,2,2,2,2,2,1,1,1,4,0,5,0,0,0,0,5,0,2,10,57,2
2,2,2,2,2,2,2,2,2,1,1,2,10,5,0,0,0,0,3,1,6,0,62,1
2,2,2,2,2,2,2,2,2,1,1,4,2,5,0,0,0,0,4,4,7,0,62,2
0,0,0,0,0,2,2,2,0,2,0,0,0,5,0,0,0,0,5,0,0,0,37,2
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,3,1,0,10,71,2
2,2,2,2,2,2,2,2,2,1,2,0,12,1,2,3,0,0,3,1,0,17,63,2
2,2,2,2,2,2,2,2,2,1,1,1,12,1,0,0,0,0,2,3,0,2,38,1
2,2,2,2,2,2,2,2,2,1,1,3,99,5,0,0,0,0,2,2,0,10,58,2
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,3,1,0,8,56,2
2,2,2,2,2,2,2,2,2,1,1,3,0,5,0,0,0,0,5,0,0,40,70,2
2,2,2,2,2,2,2,2,2,1,2,0,3,5,0,0,0,0,4,2,0,5,95,1
2,2,2,2,2,2,2,2,2,1,1,2,12,1,2,3,0,0,3,1,0,4,72,2
2,2,2,2,2,2,2,2,1,1,1,2,2,1,3,0,0,0,3,1,0,5,49,2
2,2,2,2,2,2,2,2,2,1,2,0,2,5,0,0,0,0,2,2,0,25,71,2
2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,0,0,0,2,2,0,4,51,1
2,2,2,2,1,2,2,2,1,1,2,0,12,5,0,0,0,0,1,1,0,40,82,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,0,5,80,2
2,2,2,2,2,2,1,2,2,1,2,0,10,5,0,0,0,0,3,10,9,0,67,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,3,12,0,30,80,1
1,2,2,2,2,2,2,2,2,1,1,4,3,5,0,0,0,0,4,12,0,8,44,2
2,2,2,2,2,2,2,2,2,1,2,0,2,1,3,0,0,0,3,2,0,15,80,2
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,5,0,0,10,59,2
2,2,2,2,2,2,2,2,2,1,2,0,2,1,2,0,0,0,4,2,0,10,51,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,20,85,2
2,2,2,2,2,2,2,2,1,1,2,0,6,5,0,0,0,0,3,1,0,34,73,2
2,2,2,2,2,2,2,2,2,1,1,1,11,5,0,0,0,0,3,1,0,18,70,2
2,2,2,2,2,2,2,2,2,1,1,1,10,5,0,0,0,0,3,1,0,5,46,2
2,2,2,2,2,1,1,2,2,1,1,2,2,1,3,0,0,0,3,2,0,7,59,2
2,2,2,2,2,2,2,2,2,1,2,0,0,2,3,4,0,0,2,3,11,7,59,2
2,2,2,2,2,2,2,2,2,1,1,1,0,5,0,0,0,0,2,5,0,1,45,2
2,1,2,1,2,1,1,2,1,1,1,2,2,5,0,0,0,0,2,4,11,30,50,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,3,3,0,0,44,2
2,2,2,2,2,2,2,2,2,1,2,0,1,3,0,0,0,0,4,2,0,18,71,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,12,0,8,46,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,3,0,0,4,12,0,6,61,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,0,0,0,0,4,2,0,4,53,1
1,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,10,10,73,2
2,2,2,2,2,2,2,2,2,1,2,0,1,5,0,0,0,0,3,1,10,10,65,2
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,3,0,0,4,12,0,20,67,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,4,12,0,15,68,1
2,2,2,2,2,2,2,2,2,1,1,2,10,3,0,0,0,0,3,1,7,0,48,1
2,2,2,1,2,2,2,2,2,1,1,1,12,1,2,3,0,0,1,1,0,23,44,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,1,0,0,77,1
2,2,2,2,2,2,2,2,2,1,1,1,4,1,3,0,0,0,2,2,11,14,75,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,3,3,0,56,1
2,2,2,2,2,2,2,2,2,1,1,1,10,1,0,0,0,0,3,2,0,4,33,1
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,3,2,0,0,40,1
0,0,0,0,0,2,2,2,0,2,0,0,1,5,0,0,0,0,4,1,0,0,38,2
2,1,2,2,2,1,2,2,2,1,1,2,2,5,0,0,0,0,4,3,11,25,62,1
2,2,2,2,2,2,2,2,2,1,2,0,0,5,0,0,0,0,3,4,11,5,79,2
2,2,2,2,2,2,2,2,2,1,2,0,10,1,0,0,0,0,3,1,8,5,47,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,55,1
2,2,2,2,2,2,2,2,2,2,0,0,0,4,0,0,0,0,4,1,0,0,33,2
2,2,2,2,2,2,2,2,2,2,0,0,3,1,2,0,0,0,3,4,0,0,58,1
2,2,2,2,2,2,2,2,2,1,2,0,0,1,2,0,0,0,2,2,99,8,67,2
2,2,2,2,2,2,2,2,2,1,1,1,12,1,0,0,0,0,3,1,0,2,47,1
2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,3,4,0,0,74,1
1,2,2,2,2,2,2,2,1,1,2,0,0,5,0,0,0,0,5,0,0,4,84,2
2,2,2,2,2,2,2,2,1,1,2,0,1,5,0,0,0,0,4,1,0,15,63,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,56,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,38,1
2,2,2,2,2,2,2,2,1,1,2,0,0,4,0,0,0,0,4,1,1,0,70,1
2,2,2,2,2,2,2,2,2,2,0,0,3,5,0,0,0,0,4,4,0,0,36,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,4,2,0,0,52,2
2,2,2,2,2,2,2,2,2,2,0,0,1,5,0,0,0,0,4,1,0,0,28,2
2,2,2,2,2,2,2,2,2,1,1,1,9,3,0,0,0,0,3,1,0,6,54,2
2,2,2,2,2,2,2,2,1,1,2,0,6,5,0,0,0,0,1,1,0,15,80,1
2,2,2,2,2,2,2,2,1,1,1,3,5,1,3,0,0,0,3,2,6,0,58,1
2,2,2,2,2,2,2,2,2,1,2,0,12,3,0,0,0,0,1,1,0,2,52,2
2,2,2,1,2,2,2,2,1,1,2,0,1,1,0,0,0,0,2,1,8,6,75,1
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,6,3,73,2
2,2,2,2,2,2,2,2,2,1,2,0,12,5,0,0,0,0,3,1,3,4,49,2
2,2,2,2,2,2,2,2,2,2,0,0,0,5,0,0,0,0,5,0,0,0,47,1
2,2,2,2,2,2,1,2,1,1,1,4,12,1,2,0,0,0,3,2,0,5,52,2
